transaction_id,sender_account,receiver_account,transaction_type,timestamp,amount,hour_of_day,tx_count_7d,kyc_verified,label
c9004daf-3f5b-4158-bb11-875ef84daead,ACC83574,ACC69550,deposit,2026-02-01T23:00:34,2928.51,18,10,1,0
2de8ab16-a1e0-4a50-9750-c66cd6122056,ACC98184,ACC16335,payment,2026-01-31T04:18:31,57385.84,17,11,1,0
fd05900d-96f0-4e77-9e15-e246630582ca,ACC56417,ACC54337,transfer,2026-06-11T01:46:23,13765.39,20,2,1,0
759d7664-dea0-4581-b079-7a817221422b,ACC84430,ACC26501,transfer,2026-03-01T08:10:03,55726.37,13,10,1,0
7c33080e-e721-41c2-a087-c404357d5458,ACC67199,ACC57576,transfer,2026-04-19T06:04:31,8425.83,15,11,1,0
29d0a0c7-ec44-45ca-9e08-907dda510e77,ACC81996,ACC95920,withdrawal,2026-10-27T21:21:37,814769.23,10,2,1,1
3843444c-8f43-4e32-840b-4458d3e15ad6,ACC76850,ACC40617,withdrawal,2026-08-26T03:09:56,11719.91,19,2,1,0
4d271c6a-58b2-4e1a-87ea-efe1d35d02e7,ACC60533,ACC75897,transfer,2026-08-22T09:12:05,2707.49,10,14,1,0
d7c69986-c291-40af-a269-6b150dc9e6f9,ACC11609,ACC44128,payment,2026-02-05T07:58:23,43065.28,15,14,1,0
bb7f1eef-2cbb-42c8-8fde-ae457b6a2598,ACC64827,ACC53668,payment,2026-02-15T14:25:04,45496.5,18,0,1,0
00107150-a4e2-4407-8e19-092d8ef59bc5,ACC17639,ACC58761,withdrawal,2026-06-06T05:44:52,4444.02,8,10,1,0
a93e09d5-7024-474b-b627-11e888c8c987,ACC24092,ACC40254,deposit,2026-06-01T15:16:04,5328.11,20,8,1,0
880c7284-25c7-44f3-b6df-9b06532a5603,ACC27145,ACC35438,payment,2026-03-06T13:43:38,40799.06,16,13,1,0
d6561468-35cc-4165-805e-3b669347238c,ACC31781,ACC18993,transfer,2026-11-06T03:47:31,50353.32,16,12,1,0
d307723e-2029-4edf-916c-e957b41562c9,ACC29451,ACC95271,transfer,2026-08-13T07:18:03,25893.72,13,58,1,1
f194934e-5b22-4cd7-acc4-7cf45c2e2067,ACC34514,ACC17567,payment,2026-12-31T04:37:58,51938.48,10,0,1,0
7be19a0e-0bf3-43da-9752-3a01d4301cb4,ACC21924,ACC95311,payment,2026-01-23T07:34:53,2497.81,8,3,1,0
ec85ae55-0e23-42dc-892b-de2d93411d21,ACC52388,ACC75207,transfer,2026-02-04T07:25:17,32160.09,10,6,1,0
d640d271-f9d4-457b-a0a8-abc013226a63,ACC85004,ACC31284,transfer,2026-01-15T21:19:42,23253.33,20,9,1,0
e3d5bdda-e50a-4e93-b6b6-5f87083470f5,ACC40740,ACC86764,withdrawal,2026-05-27T21:13:54,2556.54,8,6,1,0
7fa5659a-320d-4d03-a61d-41df59527210,ACC18253,ACC87177,deposit,2026-04-08T03:22:19,99666.07,14,4,1,0
4cd6b8aa-4400-4924-9493-b8bdd5955569,ACC26979,ACC93544,transfer,2026-12-15T09:38:46,9297.55,18,5,1,0
bed1ed3e-6630-48fb-86da-3e4feb65d52e,ACC42391,ACC26476,payment,2026-12-20T14:31:40,834249.89,2,5,1,1
e075c1e2-e02a-451e-9aac-e90b906dec57,ACC34958,ACC87538,transfer,2026-06-02T04:11:26,64463.24,20,7,1,0
2a73e9e0-ed32-4208-be1d-29a8c9847826,ACC48880,ACC77618,payment,2026-03-21T10:42:27,36878.51,8,10,1,0
b41ed086-6020-4a2e-9696-98163b4bc9c7,ACC93834,ACC16226,transfer,2026-12-29T06:51:40,64318.21,16,0,1,0
50b5f636-32d0-41ec-b486-945235d8e54c,ACC61218,ACC24134,transfer,2026-01-04T18:24:53,12659.31,19,2,1,0
c39662e7-e091-4cb6-bab7-c62a8cea5fc1,ACC81746,ACC27261,payment,2026-02-17T10:28:44,759.78,21,11,1,0
3db616c3-90d4-48ed-9a7b-a64de895c4ea,ACC12949,ACC31725,transfer,2026-03-11T21:01:30,18772.06,9,11,1,0
a48b18f3-77b9-49bd-b622-b8bde61ec9ce,ACC76951,ACC72649,transfer,2026-06-27T10:32:57,53885.42,8,6,0,0
7ae54473-7ad4-497e-9c8e-5e5f92f8c60d,ACC47214,ACC99029,deposit,2026-03-28T11:29:52,1558.51,12,14,1,0
3a2db68d-ad60-4aee-94fc-435623b3d2aa,ACC12480,ACC19038,payment,2026-02-28T13:10:10,21569.87,13,6,1,0
88deb8dd-790c-4601-ab0c-6721ab8bf6a9,ACC55610,ACC11287,deposit,2026-12-28T00:25:43,2004.51,13,13,0,0
a3b78988-74ed-4736-91e7-e7eb9de6e27d,ACC30365,ACC28129,payment,2026-10-06T03:09:42,528908.54,1,1,1,1
d5a37220-c460-453d-bbec-b9f1273a7694,ACC49856,ACC78804,payment,2026-02-08T20:48:02,26632.55,9,4,1,0
3f30792c-2391-4736-93da-1ee116def383,ACC45362,ACC97250,transfer,2026-06-08T21:43:19,11892.08,17,6,1,0
5c1ac6e5-238e-410e-ad0b-6ee2d8a08e99,ACC61852,ACC86045,transfer,2026-10-02T12:13:10,1129.81,8,8,1,0
8ffee1b9-a1f7-42fd-a304-4dc282a358f9,ACC73835,ACC34620,payment,2026-07-29T07:06:48,38456.39,17,9,0,0
5f632249-2c66-49ee-9a03-ecb12c37400e,ACC79302,ACC41332,payment,2026-02-11T20:32:58,821162.67,14,5,1,1
5e8776c1-52b5-4446-964d-495ca018e1f5,ACC50704,ACC72688,transfer,2026-07-09T20:13:52,9277.26,16,5,1,0
d9daff6f-0f89-4fb9-b83e-f52f9e393d19,ACC56063,ACC28004,withdrawal,2026-09-10T19:19:57,12742.6,7,9,1,0
82268720-3df1-4c93-85a8-04aa7b771f54,ACC41325,ACC35335,payment,2026-01-08T00:45:09,24118.56,7,14,1,0
7c6ce4b1-0970-4f74-948e-e04558e2359a,ACC24347,ACC77358,payment,2026-06-10T07:59:48,49317.57,9,9,1,0
52d5da0d-adb1-4212-99a7-d74e8384a1c8,ACC64042,ACC35710,transfer,2026-09-17T21:30:33,985141.12,9,3,1,1
40861d26-14a3-4c19-aef4-c9c268e911cc,ACC31889,ACC41304,transfer,2026-07-05T11:04:38,35955.89,8,2,1,0
5fd4813e-a576-43c2-9325-c33180ebfd64,ACC60992,ACC86666,payment,2026-05-23T22:48:02,881559.36,23,5,1,1
31e1a9f1-baa7-465a-99c4-1e1ae2520bd7,ACC87113,ACC34517,withdrawal,2026-04-20T10:47:21,28152.73,19,10,1,0
72934cdd-bbf5-46f1-90e8-a769a5b85ccb,ACC67941,ACC75452,transfer,2026-05-16T11:42:40,833970.65,23,1,1,1
33cfda52-912a-4928-bb09-d21ec08ba197,ACC57835,ACC46534,payment,2026-12-06T07:27:53,41002.51,13,11,1,0
44fbb847-965a-4e14-9108-0531c4c67c56,ACC26074,ACC48206,transfer,2026-10-21T08:05:05,128114.54,8,1,1,0
d61044b6-b10b-4c68-a423-d13358260580,ACC55766,ACC39986,transfer,2026-04-03T08:00:43,27418.45,8,3,1,0
e37f2810-1e6a-4350-bfab-17ed53ccc1a5,ACC99015,ACC84711,transfer,2026-04-28T04:10:48,197232.19,12,4,0,1
85f6dab6-9cf8-4cb8-b04b-c0ac4d62b6bf,ACC34142,ACC78692,payment,2026-10-15T18:29:32,569.78,13,3,1,0
7511c127-514f-4b92-9570-ab2e5ae21b92,ACC45427,ACC80777,transfer,2026-08-21T06:56:30,20703.67,9,4,1,0
1c3e97f6-2563-4259-a558-a2a1ae03e203,ACC99797,ACC30382,payment,2026-03-29T15:58:57,21704.71,10,11,1,0
9de1534f-0cc4-456c-9205-72b85d451896,ACC22037,ACC82796,payment,2026-04-21T11:58:18,4413.32,16,6,1,0
93f11eb8-feb9-405e-b9f6-aa1b81d250f1,ACC27187,ACC68537,payment,2026-01-08T13:35:51,12243.84,16,3,1,0
cd6e0eb1-e18b-4216-baac-0bd459e9dff6,ACC38337,ACC84130,transfer,2026-03-23T13:42:13,674413.06,4,5,1,1
70bac8fb-bcd6-47b3-97ca-e984fb72d88e,ACC42744,ACC32020,withdrawal,2026-07-11T10:42:51,10964.73,14,3,1,0
6680aa80-5c8d-4c10-8b51-9210062ee8e3,ACC25172,ACC47254,transfer,2026-03-19T23:41:37,13643.38,7,11,1,0
71d43e4f-e9ff-4b58-908b-9a4da52d1baf,ACC46951,ACC37253,withdrawal,2026-04-23T14:56:45,12625.32,17,6,1,0
3c717b66-54ab-412e-99ff-3b17aaffa1bb,ACC18646,ACC62786,transfer,2026-07-28T20:56:49,6776.19,11,6,1,0
b02f485b-257f-4323-8aab-792779d918b9,ACC64491,ACC24630,payment,2026-06-12T20:21:08,15890.77,20,13,1,0
3cbeb22f-331d-4a60-ba57-30917518423b,ACC48037,ACC32763,transfer,2026-03-10T16:51:10,1021401.18,3,6,1,1
bfd9a504-d824-4bb2-a4bc-36d523172c1c,ACC68028,ACC20476,withdrawal,2026-09-07T13:21:02,10143.75,15,7,1,0
512f215b-d44e-4fdb-aab3-f7a692c5461a,ACC59172,ACC88128,deposit,2026-10-22T17:35:09,144912.63,18,0,1,0
abf13e19-ea88-4b5c-8205-c860f6545468,ACC55379,ACC59012,transfer,2026-03-13T09:44:11,8447.27,19,9,1,0
3754f62f-6edb-4e9c-9586-637c0123038d,ACC63256,ACC53522,withdrawal,2026-06-19T18:05:06,24672.2,7,1,1,0
35c78ca3-0b09-44cd-bd6f-f3cf2a043f4c,ACC29188,ACC66731,deposit,2026-05-10T04:36:50,83496.78,17,12,1,0
d05f8836-e9b9-48e1-aa42-a3003ee0884a,ACC59025,ACC76195,transfer,2026-02-23T11:35:30,3646.25,15,2,0,0
cee1af5f-7907-4265-b825-80752fc592a6,ACC72053,ACC63346,payment,2026-04-01T08:53:11,35270.61,18,4,1,0
06e3b322-4fdc-4cc2-b698-d575475c4180,ACC80410,ACC80532,payment,2026-04-02T12:45:59,16570.76,11,11,1,0
5229288a-d450-4305-93d8-ae4de86b3d2f,ACC99232,ACC94646,payment,2026-02-14T05:52:18,32179.08,17,55,1,1
87bb096f-e43e-42c1-aa95-45c1b1b62123,ACC41732,ACC72437,transfer,2026-02-24T08:12:13,3375.35,9,10,1,0
e50a83f8-8b9d-4d93-a714-ac96f7fe2418,ACC63489,ACC95949,transfer,2026-08-28T17:13:55,12657.02,19,2,1,0
b38b5ff0-469d-46be-87fd-53a98ac37f7a,ACC29472,ACC79712,payment,2026-10-10T06:25:04,119039.47,16,6,1,0
0f35e6ae-5e16-4d48-815e-aebb3ac367b9,ACC63253,ACC53364,payment,2026-05-26T22:02:56,8125.76,21,7,1,0
ed88e9d4-0b8a-439d-a4ec-ad19ae8e888d,ACC56175,ACC17658,transfer,2026-09-05T03:12:05,17769.84,14,11,1,0
7b50930f-4788-4f40-a77e-048be7a3f37a,ACC24654,ACC84713,transfer,2026-11-26T22:03:15,18553.53,18,13,1,0
e6185520-d615-42c5-8080-4fc8fff2f188,ACC85148,ACC31280,payment,2026-01-08T21:45:00,14801.89,17,12,1,0
61580dc2-dfc9-4885-88d0-56c9e91441c1,ACC44931,ACC29222,transfer,2026-04-30T17:35:19,10878.39,14,9,1,0
f1f071f0-aab5-4730-b63b-ed2fbddf422a,ACC57337,ACC74262,payment,2026-07-08T00:04:37,8666.45,19,6,1,0
cbed3925-d611-45b9-958b-0b1620f295e0,ACC25604,ACC44483,withdrawal,2026-05-10T16:30:35,231259.85,21,4,0,1
0f0285c8-6d41-4a5e-b5bf-5acb8de8bfc9,ACC60763,ACC68060,transfer,2026-06-06T14:39:03,17273.6,11,9,1,0
00b2f477-111a-4552-b083-f7877483f209,ACC46138,ACC78020,payment,2026-01-11T13:42:25,32290.32,19,7,1,0
70d2f511-793b-4cb4-a0ab-862fd2dc5f4e,ACC17495,ACC75231,transfer,2026-03-15T01:56:43,1243.2,6,0,1,0
07cde841-09ef-4ff0-afe1-6fd23646c809,ACC45666,ACC38148,withdrawal,2026-07-14T19:12:27,104218.0,9,4,1,0
11fed9cf-c185-4848-bcfb-0d1330128000,ACC76207,ACC71448,deposit,2026-05-31T00:48:45,46512.85,20,11,1,0
9e5df3bf-0f22-4933-aca1-bff7749c4250,ACC33522,ACC53085,withdrawal,2026-11-02T04:02:22,16268.57,7,5,1,0
e1e89ae6-2767-48b2-b74a-73b3c4921c5e,ACC46766,ACC33885,transfer,2026-11-05T10:31:20,6604.77,19,2,1,0
7a685ba2-1fd2-4a3a-b504-ca40139c88cc,ACC52131,ACC53513,payment,2026-07-03T08:48:43,269052.41,6,3,0,1
ffdbe3d2-04e1-4de8-b0e7-d676dbe81558,ACC20051,ACC64153,payment,2026-08-21T02:30:51,45079.12,10,1,1,0
e9da7f3d-066e-460d-9a53-256320bc6040,ACC54180,ACC24436,payment,2026-08-06T09:01:29,22892.27,10,4,1,0
31e75690-1cb4-4880-a2b5-227be2e1772a,ACC94767,ACC60942,transfer,2026-12-17T17:04:16,28330.98,16,57,1,1
3fab4d72-4fb5-4897-8075-7aed56745fa8,ACC71140,ACC64999,transfer,2026-11-01T08:21:56,1513680.39,10,1,1,1
eab0c1b7-7937-4985-8e1f-07c8a7f898e3,ACC35544,ACC86730,transfer,2026-01-11T07:44:30,5258.12,20,4,1,0
0bcb948d-6b35-47e1-a07b-e56a431c9c1c,ACC26350,ACC29987,transfer,2026-10-22T09:25:09,38959.31,17,8,1,0
3060d56f-aa28-4660-9b86-ce8f12a47e76,ACC40516,ACC59698,deposit,2026-02-14T16:51:59,40177.97,14,8,1,0
edb41305-6436-4149-8214-848171424cdb,ACC75453,ACC42938,deposit,2026-01-09T08:50:04,26289.8,21,5,1,0
66123427-6841-4f63-879e-258eeb03f90e,ACC16620,ACC35924,transfer,2026-09-04T09:41:43,40828.51,13,11,1,0
4ac3f65f-03ff-44ae-bd66-33d144ad055c,ACC68146,ACC47714,withdrawal,2026-10-23T21:46:47,13262.87,15,10,0,0
2b7068b8-3124-4caa-b488-0c89425fed8c,ACC44397,ACC33520,withdrawal,2026-02-16T06:39:27,2338.34,18,2,1,0
18dd9c8a-5e42-431b-acbe-32a9ce2d3640,ACC91008,ACC96522,payment,2026-02-25T13:25:21,25787.84,12,14,1,0
a84110e8-8593-49f2-a38a-97f70659089b,ACC80863,ACC40118,transfer,2026-03-13T19:24:55,19266.27,14,8,1,0
eae5d6c4-9dd9-4e7c-90d7-062352b9e435,ACC76180,ACC86057,withdrawal,2026-04-07T02:10:52,54143.51,11,11,1,0
9b0424a0-df9b-4b5c-98d8-7b755280203b,ACC67379,ACC74816,withdrawal,2026-11-05T04:01:32,26989.57,11,42,1,1
602c31cf-3d3a-4f8a-97e7-43732886c36d,ACC98709,ACC63752,payment,2026-10-22T10:24:17,712615.08,3,1,1,1
afab6ee7-5d29-4e59-9833-7c5d96bb1113,ACC15404,ACC22425,transfer,2026-03-05T20:28:33,4106.24,10,2,1,0
25f2cea3-c28f-4995-921c-f8f54c5eec7f,ACC97048,ACC80490,transfer,2026-08-07T09:29:58,35090.43,6,10,1,0
3b3f3952-1a74-4c02-b5db-cb255cb16512,ACC36881,ACC81510,transfer,2026-02-16T19:24:44,17256.08,12,2,1,0
4106adb4-3d8a-4021-bd37-50823f914a8d,ACC65158,ACC21560,transfer,2026-03-10T23:00:33,11454.32,21,7,1,0
748b6836-b136-4463-909b-805395409a7c,ACC53271,ACC29052,transfer,2026-11-05T11:08:27,103819.56,15,4,0,1
a34a2985-e8a0-474d-8b3f-a00404452c3a,ACC45362,ACC27616,transfer,2026-03-23T06:26:38,92005.5,21,3,0,1
1dfb56f3-1c68-44d1-9bdb-9eb84162aa40,ACC96221,ACC60607,transfer,2026-03-04T23:08:22,17689.45,20,9,1,0
5e5e0392-ded5-491f-99f1-a3ebc9791fc7,ACC85073,ACC31028,withdrawal,2026-06-15T00:47:17,36494.91,11,4,1,0
dbd37b71-2713-43b7-8f34-98da5cf7112a,ACC15384,ACC95554,deposit,2026-08-08T17:35:33,8672.93,19,11,1,0
f32648fa-0ef5-44b9-b1b6-4b549eae7c3e,ACC83373,ACC90940,withdrawal,2026-04-07T14:37:58,14028.95,15,12,1,0
3eaf6c60-6471-4b11-951e-9ac954d37e4a,ACC31304,ACC48739,transfer,2026-11-01T22:23:53,72507.8,19,4,0,1
5c5f4f48-bda3-4313-8617-e457554ff4a5,ACC24491,ACC37742,transfer,2026-03-24T20:09:24,204317.33,21,3,0,1
f6e860cf-0dba-40cc-be3b-2d6b4b133e8f,ACC68325,ACC59553,transfer,2026-12-06T09:47:09,38576.43,11,10,1,0
c0f1302d-16ba-4853-b816-cc30f7edf98b,ACC41630,ACC81410,transfer,2026-10-20T05:35:43,26701.41,9,7,1,0
52dd7ab6-d3d6-4fcf-87e7-5495b2476397,ACC32755,ACC65540,transfer,2026-04-13T04:54:44,55144.1,19,14,1,0
06a6675c-2ce4-45fc-a1ed-16a7d6bc33d2,ACC73041,ACC75381,transfer,2026-06-07T17:34:57,733941.18,2,4,1,1
6a06b7ab-1465-4ee0-8538-e4abe7e3d81b,ACC98650,ACC62087,transfer,2026-09-07T07:59:13,13407.59,21,8,1,0
7b55867d-67a3-4bf9-9180-44df2f213b60,ACC69726,ACC95370,transfer,2026-01-28T03:12:11,40400.22,11,9,1,0
44cf1be7-99e5-459c-8d7c-a9ad29075b90,ACC67378,ACC50871,deposit,2026-04-20T04:01:41,15281.54,14,0,1,0
65dba747-d5e0-4b45-8c90-7dca0290892d,ACC24429,ACC25592,payment,2026-11-23T11:49:41,5889.43,6,7,1,0
5f06e86e-f178-4568-b894-e8dc74cbb15a,ACC56567,ACC13475,transfer,2026-10-17T17:49:08,32962.44,7,4,1,0
d931e74d-68a3-43f5-b9b6-4d6d80a2d858,ACC79769,ACC12462,transfer,2026-09-05T14:05:13,26215.51,20,0,1,0
83da963b-80e7-4340-b990-5fd3767d330e,ACC29347,ACC73935,payment,2026-11-25T11:33:46,21323.06,19,0,1,0
780a2fa7-22ec-429d-bc6b-34c1b9020f70,ACC24723,ACC47543,payment,2026-05-15T05:31:04,2523.72,21,7,1,0
435ef691-6ce4-4b14-967e-051a9ef2eb5f,ACC25882,ACC88732,payment,2026-02-03T11:21:20,15391.78,12,1,1,0
c903728e-6e1a-415c-9440-8bf620813951,ACC93568,ACC42061,transfer,2026-07-30T21:06:26,57018.4,14,11,1,0
da6032f3-2c3d-45b2-b302-d10c384039ee,ACC23185,ACC85312,transfer,2026-12-02T02:50:47,43411.12,19,1,1,0
dae73900-55b7-4f05-b5df-159df8a05070,ACC61812,ACC83203,transfer,2026-08-12T05:21:10,40895.41,19,3,1,0
f457eb59-eef7-4c40-a94a-6deab589b14b,ACC66729,ACC90698,transfer,2026-11-15T12:09:53,30994.5,10,12,1,0
4980a8a5-5852-47ae-adc5-a3fb2d921559,ACC99014,ACC87444,transfer,2026-05-28T06:14:14,4570.12,17,1,1,0
ff86d427-0abe-4eeb-89be-c3ec6430544e,ACC92870,ACC60587,transfer,2026-02-22T09:01:56,10245.95,17,6,1,0
8478bf6c-eef0-41e1-8f51-8cb7ffded5da,ACC95284,ACC94035,payment,2026-05-17T05:45:30,8088.48,11,12,1,0
8e474e28-f7ae-439b-b843-69ffc5124925,ACC16911,ACC52543,deposit,2026-01-06T04:00:50,8139.24,6,7,1,0
332d800a-0c0f-48be-bc6a-4e3861713e6d,ACC42825,ACC85412,deposit,2026-10-27T16:15:51,6907.21,6,9,1,0
7dcbbf9e-bf8a-40f9-b375-4a9091488bb2,ACC36824,ACC50353,payment,2026-03-23T15:31:27,8080.05,7,11,1,0
033b1c53-97f5-45eb-9a15-0639d94643a4,ACC23947,ACC15632,payment,2026-04-07T20:54:34,553089.76,4,1,1,1
52645b5d-6944-435c-9c70-08d84dd53db2,ACC75823,ACC25796,transfer,2026-05-10T12:21:36,8396.61,11,0,1,0
b6be5443-9fc9-4ebf-b450-c1bcd858bb98,ACC26348,ACC46311,withdrawal,2026-02-02T18:56:04,8167.57,13,5,1,0
7b0ea0ad-d446-43fe-9e8f-e2aa3319c49b,ACC69225,ACC29081,payment,2026-09-03T02:27:11,23152.46,21,3,1,0
69377782-e2a5-4405-8b97-6d87d965be35,ACC75115,ACC34326,transfer,2026-11-11T03:09:55,17242.55,20,7,1,0
6d9bc7fe-dbac-4d10-994f-36725197c73a,ACC81031,ACC61552,transfer,2026-09-02T10:11:09,12164.74,7,0,1,0
a5607c2f-9ce3-45be-87b8-77385e32160d,ACC10421,ACC65349,deposit,2026-06-02T09:30:41,29007.92,16,3,1,0
c73e3a08-6a70-4085-a873-12b695c89cf2,ACC88134,ACC38594,transfer,2026-09-27T06:31:39,31241.59,15,0,1,0
fad181f4-0cbe-488e-abae-9640d18f6eed,ACC60917,ACC75526,transfer,2026-04-29T22:26:43,2994713.36,21,7,1,1
8c06f2c4-1c96-4ba7-994c-4476563e574e,ACC52936,ACC57692,transfer,2026-04-02T02:29:10,21044.52,13,8,0,0
f0c6479f-aa62-42cc-87bc-1cf43c38ed84,ACC41961,ACC59726,withdrawal,2026-12-07T19:55:04,15056.31,11,0,1,0
75f2503b-e2cc-4a51-b3af-910dd06f0e41,ACC61267,ACC99357,transfer,2026-03-03T00:25:54,50059.02,19,0,1,0
5049b0f7-91f4-4688-b8ea-9d66adb65131,ACC36552,ACC14344,transfer,2026-01-07T00:09:12,17541.61,6,13,1,0
580fa9ce-a110-4af1-80bf-024341aff127,ACC35875,ACC44939,payment,2026-10-05T11:13:41,35537.64,12,13,1,0
0e9346df-f324-43a3-84e9-d3c84ca465b6,ACC29004,ACC80762,transfer,2026-01-23T08:30:27,19753.18,20,10,1,0
56c7c93d-df07-4208-b4fe-e9e3526ed2a5,ACC75558,ACC51648,payment,2026-05-08T06:20:34,19856.92,8,1,1,0
a62fb254-99dc-4be2-87d3-6119335329be,ACC12377,ACC34771,withdrawal,2026-03-09T08:16:42,6940.38,18,8,1,0
348e8f2e-d380-4506-91e0-4ae89ad626c3,ACC21837,ACC72482,transfer,2026-01-30T12:48:17,68063.97,8,14,1,0
7120856f-29e2-410a-97e1-1a5b0940d2cd,ACC35372,ACC14956,transfer,2026-05-16T11:16:11,20061.36,7,2,1,0
52dc0f73-4247-4658-b5ba-69a49d6fcc0e,ACC35608,ACC54804,transfer,2026-04-27T19:46:44,11644.5,18,12,1,0
1ee5b477-5d3f-44d0-9cd3-c153d92cddea,ACC98642,ACC87961,payment,2026-10-17T00:05:05,11740.18,10,8,1,0
8cf335a4-e7cf-46dc-b525-15b686a6bd20,ACC54713,ACC79748,transfer,2026-12-29T15:51:44,24872.49,10,11,1,0
46e79c1e-5011-4263-b522-35194e381b7b,ACC18061,ACC50057,deposit,2026-08-31T18:12:59,777.33,15,1,1,0
5d0f930c-e8d8-4d02-af84-92f300d3c007,ACC43686,ACC26551,withdrawal,2026-09-03T20:58:19,829337.4,15,6,1,1
9af85a06-3cdb-4614-ad6b-66392116e8be,ACC11973,ACC20900,transfer,2026-06-08T02:22:38,746.35,19,9,1,0
07d3175a-af50-4894-b0b6-36e42ac0a3ba,ACC55176,ACC88320,transfer,2026-05-15T04:05:48,2507.43,20,13,1,0
9ce007f4-bd4b-4286-8241-9909b519d9df,ACC80975,ACC46033,payment,2026-01-16T08:51:51,19828.87,18,12,1,0
b791a8f1-f2a4-4850-a640-ceafd795af0e,ACC70866,ACC68781,payment,2026-02-17T05:28:08,54882.79,8,6,1,0
971a51b7-f899-45ab-a131-8fa70fbdc204,ACC17782,ACC30062,transfer,2026-01-06T23:32:59,34697.62,20,13,1,0
2d9ac06a-5c26-4152-b317-59d4cdfbcf28,ACC45981,ACC79423,payment,2026-04-25T03:17:59,13214.06,20,0,1,0
a9d403a9-df35-4459-8586-0329cfd60fbc,ACC91711,ACC80519,deposit,2026-10-24T16:25:14,36064.62,11,6,1,0
b530d571-b31c-4ee3-b0af-5909c5504b1e,ACC96305,ACC69006,transfer,2026-08-17T16:00:52,54839.07,16,6,1,0
4bad831a-def1-46be-a8cd-61bf9749afbe,ACC27985,ACC12306,transfer,2026-09-01T08:46:27,11439.86,11,4,1,0
f9c15a1d-c315-4e8d-8b97-86101755ff19,ACC22419,ACC92327,transfer,2026-10-09T22:45:45,8715.29,12,14,1,0
c20803f6-7fd0-4033-9fc0-5f0ca48eba67,ACC77851,ACC14756,withdrawal,2026-02-02T11:05:58,36198.99,13,13,1,0
29806cfe-edb1-492c-b74a-36d1dd22ffe4,ACC62934,ACC62973,transfer,2026-01-28T20:43:02,9093.07,15,2,1,0
43c8cd00-6beb-4772-9485-8eb79b845c80,ACC15454,ACC44895,withdrawal,2026-04-09T15:24:32,37822.07,16,7,1,0
2a46e814-f423-4395-b39d-87f88c93452f,ACC23051,ACC15989,transfer,2026-01-25T13:35:03,2259.23,11,6,1,0
8f34effb-1ea4-4bb0-afe8-15b12d2a6a11,ACC93645,ACC24332,deposit,2026-03-04T12:20:11,972.65,12,4,1,0
870b93f5-a0ff-46b9-a762-b203dd4bfa46,ACC45128,ACC77482,transfer,2026-11-24T01:17:03,8438.15,21,13,1,0
436f4360-3c8c-4f9a-9d32-b149869171e4,ACC23467,ACC91329,transfer,2026-02-10T08:01:45,22705.07,10,2,1,0
811c1ba5-a820-43e2-b542-12003695e614,ACC23018,ACC25740,deposit,2026-01-21T18:47:56,519623.93,2,1,1,1
4ed50575-c33d-4223-9cee-e9641ff7d2a4,ACC33362,ACC35071,transfer,2026-03-28T15:59:44,191823.35,17,4,0,1
37c9c7c9-c53e-402a-8cbc-b58b1be29245,ACC78679,ACC84455,transfer,2026-04-01T13:59:52,18105.46,12,5,1,0
4568d228-2169-49a1-b91f-ff08529deeb3,ACC37462,ACC72165,payment,2026-09-20T05:47:20,227.98,7,8,0,0
41bdbfa5-cd49-45ac-9fa4-7c5311ee8775,ACC31754,ACC48313,transfer,2026-09-19T10:04:55,4962.7,21,3,1,0
363ddbf7-e8a4-4f32-9765-7e5b6c0d9796,ACC49009,ACC98857,transfer,2026-10-31T13:02:58,4598.79,7,0,1,0
034711ca-f066-483a-b2e7-e90d658db07e,ACC55122,ACC87394,payment,2026-03-08T01:04:48,11924.58,13,6,1,0
308169af-2c3c-4c99-a117-13ac4a0b4938,ACC27759,ACC48002,transfer,2026-08-07T15:28:22,4333.78,19,14,1,0
49c5e07a-d173-478e-bae8-15124c252db1,ACC53314,ACC13750,transfer,2026-10-03T22:22:31,622176.75,1,1,1,1
2654e5c1-e4bc-4b7d-9483-6578bc105f7f,ACC29841,ACC33941,deposit,2026-11-23T14:20:37,21351.86,12,4,1,0
0604e779-f3c1-452e-b599-983a80a13b66,ACC56249,ACC77692,payment,2026-08-23T00:19:42,13471.44,17,6,1,0
00477311-2d5a-4adc-900d-415e44238146,ACC41521,ACC45140,transfer,2026-04-22T06:00:08,26380.21,6,13,1,0
5527c455-972b-4786-9470-ff2cc2283012,ACC51053,ACC29150,withdrawal,2026-09-01T02:27:04,297860.37,15,1,0,1
b8ba5c23-5d55-48ef-bd50-95f3e9d3b18a,ACC60672,ACC15749,transfer,2026-03-21T17:58:07,907.8,7,1,1,0
4e6514fb-4d44-47cd-9a9b-04d411a779ac,ACC63943,ACC44032,payment,2026-12-19T20:17:14,28880.85,12,14,1,0
eec9ca51-ffb1-4454-a92c-da7daab51991,ACC20499,ACC76201,withdrawal,2026-03-15T21:52:05,2729.5,13,3,1,0
cbf8ed23-aa56-42b4-b9cf-44da3bd1fd0c,ACC12920,ACC43422,withdrawal,2026-08-28T22:18:13,5829.6,11,5,1,0
2f92ee29-5d0e-4ef4-afad-fa87f1e0eec9,ACC16111,ACC20919,transfer,2026-04-29T23:57:33,23359.14,12,7,1,0
cf31103b-0fda-4647-ba20-8901c0068ffe,ACC26674,ACC16960,payment,2026-12-18T11:45:30,19792.43,7,7,1,0
